dataset,mode,n_seeds,seeds,val_mean,val_std,test_mean,test_std
simulation_2mod,learned_continuous,3,"7,42,123",0.41154149174690247,0.05352353483090615,0.44750802715619403,0.04373682274998078
simulation_2mod,none,3,"7,42,123",0.560064454873403,0.01988138150536451,0.5853367845217387,0.023535379591174667
simulation_2mod,binned,3,"7,42,123",0.43618852893511456,0.037655594921696345,0.4646514157454173,0.032805924075074454
simulation_2mod,posindex,3,"7,42,123",0.5229360858599345,0.017262561411229598,0.5530027349789938,0.04268732789761915
msiln_site1_b1,learned_continuous,3,"7,42,123",15.323766390482584,0.24965939041178178,11.527354717254639,3.1543345693354676
msiln_site1_b1,none,3,"7,42,123",15.368298212687174,0.7086322758929959,13.115081151326498,2.8455275952000063
msiln_site1_b1,binned,3,"7,42,123",16.72445233662923,1.7332952305343183,10.178520520528158,0.7536170344722548
msiln_site1_b1,posindex,3,"7,42,123",16.12963581085205,1.0043839172609696,12.490180333455404,1.543883240948741
